rule,entropy_mean,entropy_std,entropy_ci95,sens_mean,sens_std,sens_ci95,lyap_mean,lyap_std,lyap_ci95,lyap_bad_frac,glider_heuristic,runs,N,T,seed,cluster
125,0.9733041405598748,0.0040869155835686,0.0017911697283798,0.0308967661691542,0.0374716350150262,0.0164226681318453,0.0097024637652435,0.0054030394923199,0.0028302851678458,0.3,0,20,200,200,12345,1
126,0.991522756561618,0.0007505983682631,0.0003289642391464,0.2485659203980099,0.1526835762829938,0.0669165277008435,0.0230080356071188,0.0010336102327221,0.000464767842149,0.05,0,20,200,200,12345,2
127,0.6727568578131458,0.1239173916615994,0.0543091914245611,0.0040049751243781,0.0047335979213308,0.0020745907591285,0.0036016394054801,0.0026532497827698,0.0014423230116342,0.35,0,20,200,200,12345,1
128,0.0085572188174111,0.0013989025285071,0.0006130960649371,3.6069651741293525e-05,2.053676486273374e-05,9.000634045116349e-06,,,,1.0,0,20,200,200,12345,0
129,0.9916508583631896,0.0009311205588292,0.0004080815774987,0.2779676616915423,0.1246089371833117,0.0546122746125937,0.0229619082713295,0.00033841925005,0.000160874299697,0.15,0,20,200,200,12345,2
130,0.6552132296310565,0.0284428858588348,0.0124656443462979,0.0060124378109452,0.0050015799613883,0.0021920390665587,0.0024810438830516,0.0019969435618675,0.000949286711682,0.15,1,20,200,200,12345,1
131,0.951719018485178,0.0059517853899127,0.0026084849569896,0.0458917910447761,0.0352402583028237,0.015444724169514,0.0147032554985312,0.005120295202708,0.0025912268915731,0.25,0,20,200,200,12345,1
132,0.657967496572116,0.0447609877706648,0.0196173678334677,0.0065074626865671,0.0036460389575878,0.0015979470277246,0.000549306144334,0.0016907286382623,0.0007409944966653,0.0,0,20,200,200,12345,1
133,0.978120470808945,0.0040030595085911,0.0017544181831206,0.0179452736318407,0.0161697633176313,0.007086711231828,0.0048340799020823,0.003367931634703,0.0016502865010044,0.1999999999999999,0,20,200,200,12345,1
134,0.8667481392190999,0.0182938107306405,0.0080176160548005,0.0137089552238805,0.0189850585357926,0.0083205687627976,0.006878179734007,0.0032305940769344,0.0015357269412284,0.15,1,20,200,200,12345,1
135,0.9964149293088672,0.0005503403575489,0.0002411972962472,0.3066318407960199,0.0153329197394245,0.0067199483628567,0.023078090511337,0.0002776098362781,0.0001216678751675,0.0,0,20,200,200,12345,2
136,0.0158500006857504,0.002225427343898,0.0009753365367087,9.82587064676617e-05,8.521202473898385e-05,3.734581644408529e-05,,,,1.0,0,20,200,200,12345,0
137,0.9851172577141936,0.0014406044200808,0.0006313727247495,0.1539539800995024,0.0596186092616503,0.0261290075544775,0.0203061519116947,0.0015883645901712,0.0006961314745485,0.0,0,20,200,200,12345,2
138,0.9403462173506296,0.027203853229436,0.0119226143539054,0.0059950248756218,0.0038197606763677,0.0016740839279072,0.0027725887222397,0.001434950990579,0.0007261853951138,0.25,1,20,200,200,12345,1
139,0.9544961776397304,0.023411012039264,0.0102603284110046,0.0079875621890547,0.0061048450852953,0.0026755663261538,0.0047653868663496,0.0017328679513998,0.0008491052961859,0.1999999999999999,0,20,200,200,12345,1
140,0.8077508012338738,0.0287549112723223,0.01260239551321,0.0062574626865671,0.0027162188190466,0.0011904353845458,0.0015995704166767,0.0017982820587746,0.0009775572626532,0.35,0,20,200,200,12345,1
141,0.989987913912164,0.003767578639582,0.0016512141419415,0.008981343283582,0.0112216774019927,0.004918116964516,0.0061175486438502,0.0019116881625572,0.0011297355098798,0.4499999999999999,0,20,200,200,12345,1
142,0.99958153444423,0.000591466380701,0.000259221570596,0.0231878109452736,0.0430113827255741,0.0188505696138062,0.0083196365571229,0.006553938411763,0.0037082397441579,0.4,0,20,200,200,12345,1
143,0.9965893784556712,0.0044837622238411,0.001965095436981,0.0223557213930348,0.0267915828125605,0.0117419288771652,0.0099173719698644,0.0056570474041711,0.0032007758847843,0.4,0,20,200,200,12345,1
144,0.6381633059124987,0.0391991312773936,0.0171797767502573,0.006502487562189,0.0053592323040172,0.0023487871168431,0.002484906649788,0.0022765748847005,0.0014110357323194,0.5,1,20,200,200,12345,1
145,0.9488269348380054,0.006965745116594,0.0030528724005497,0.0552151741293532,0.0554858892806999,0.0243177631638397,0.0096072112525885,0.0062023861310719,0.0032490085436129,0.3,0,20,200,200,12345,1
146,0.823554992225505,0.0046757018344156,0.0020492166802776,0.2279465174129353,0.0252562326001043,0.0110690319780784,0.0210162130263262,0.000728543829112,0.0003275932577366,0.05,0,20,200,200,12345,2
147,0.980096706510482,0.0128516382290984,0.0056324787936898,0.1534228855721393,0.0706259380174529,0.0309531820828154,0.021112735435266,0.0020803623727671,0.0009610783828578,0.0999999999999999,0,20,200,200,12345,2
148,0.86740778249494,0.0202121798439216,0.0088583783884741,0.0242388059701492,0.0288188249994715,0.0126304069391757,0.0054709885993605,0.0039239718886285,0.0018127825260012,0.0999999999999999,1,20,200,200,12345,1
149,0.9964424064298056,0.0004806603466966,0.0002106586850232,0.3048482587064676,0.0120904786410816,0.0052988858959056,0.0229421699411886,0.0003346961893023,0.0001466870724936,0.0,0,20,200,200,12345,2
150,0.9964826933354616,0.0003176401001619,0.000139211911843,0.1763432835820895,0.0,0.0,0.0109861228866811,1.7797887332061147e-18,7.800268042352736e-19,0.0,0,20,200,200,12345,2
151,0.927984689670927,0.0060953645033438,0.0026714112779147,0.3081194029850747,0.0112737246314411,0.0049409276685611,0.022567812671046,0.0005174223643517,0.0002267703496347,0.0,0,20,200,200,12345,2
152,0.6873841465529618,0.0247485033998192,0.0108465098449025,0.0087238805970149,0.0086111495730663,0.0037740026987197,0.0029077437582758,0.002771560268135,0.0014026030168356,0.25,1,20,200,200,12345,1
153,0.9963448095170764,0.0003389514541664,0.0001485520245473,0.0935074626865671,1.4238309865648918e-17,6.240214433882189e-18,0.0089587973461402,0.0,0.0,0.0,0,20,200,200,12345,1
154,0.995641086417934,0.0043150970291817,0.0018911746562045,0.011957711442786,0.0056472713875635,0.0024750258111563,0.0,0.0,0.0,0.0,1,20,200,200,12345,1
155,0.8581152701898793,0.0222823224948452,0.0097656584078291,0.0067450248756218,0.0051570575803865,0.0022601801374704,0.0023964315088011,0.0021933339619494,0.0010426447818146,0.15,0,20,200,200,12345,1
156,0.9996773512785284,0.0002907663713739,0.0001274339809047,0.0116915422885572,0.0103909570640985,0.0045540377239347,0.0050156613032168,0.0025991615710371,0.0014129203248058,0.35,0,20,200,200,12345,1
157,0.9979643322076328,0.0013714774237888,0.0006010764828428,0.0065062189054726,0.0078377200032832,0.0034350322443264,0.0052417330974099,0.0021695310803571,0.001179370529671,0.35,0,20,200,200,12345,1
158,0.8744241305032711,0.026572465858995,0.011645896638139,0.0151791044776119,0.0101760885479651,0.0044598674447082,0.0060995251518641,0.0034154743178336,0.0016236134290038,0.15,0,20,200,200,12345,1
159,0.796274447912517,0.053948310079434,0.0236438893673349,0.0113855721393034,0.0111978233949092,0.0049076624849666,0.0038763690730865,0.0036882981653459,0.0018665364030436,0.25,0,20,200,200,12345,1
160,0.015847126402811,0.0025863191699996,0.0011335043532234,0.0001131840796019,0.0001277304190281,5.598032434932275e-05,,,,1.0,0,20,200,200,12345,0
161,0.9924547883409034,0.0006316325083912,0.00027682515221,0.2824639303482587,0.1305015969520518,0.0571948466235851,0.0227385078664881,0.0006092348221025,0.0002739453854718,0.05,0,20,200,200,12345,2
162,0.9204022916139952,0.0167732339473659,0.0073511938965282,0.0052574626865671,0.0056802273452069,0.002489469396421,0.0038343405465344,0.0039362861634675,0.0023261964702282,0.4499999999999999,1,20,200,200,12345,1
163,0.9551927968964712,0.0068680299380841,0.0030100468353597,0.0237898009950248,0.0317350732734934,0.0139085090976517,0.0079129657377164,0.0041219615612139,0.002332219304617,0.4,0,20,200,200,12345,1
164,0.4317023269454187,0.0476250674613361,0.0208726061022059,0.0068482587064676,0.0036393128343126,0.0015949991742264,0.0010593512767826,0.0018779609601499,0.0009503793724025,0.25,0,20,200,200,12345,0
165,0.9963295346957296,0.0003741751807754,0.0001639895033825,0.0805223880597014,0.0,0.0,0.0089587973461402,0.0,0.0,0.0,0,20,200,200,12345,1
166,0.9978491739056072,0.0018115820431791,0.0007939608366918,0.0113669154228855,0.0047151468548121,0.0020665042226858,0.0,0.0,0.0,0.0,1,20,200,200,12345,1
167,0.960621307387562,0.0112238452358625,0.0049190670595998,0.0271815920398009,0.0208896800084338,0.0091553059273069,0.0047946708766365,0.0046252711080209,0.002136766236001,0.0999999999999999,0,20,200,200,12345,1
168,0.0280677331211984,0.0054678790660872,0.0023964036597657,0.0002350746268656,0.0001987552439346,8.71083263192174e-05,,,,1.0,0,20,200,200,12345,0
169,0.9962196110738036,0.0008479731480497,0.0003716406180182,0.229297263681592,0.0466795715887098,0.0204582242656529,0.0222122706021767,0.0010659384884214,0.0004671681403089,0.0,0,20,200,200,12345,2
170,0.9959497944515904,0.0055872445991235,0.0024487179111895,0.005,8.898943666030574e-19,3.900134021176368e-19,0.0,0.0,0.0,0.0,1,20,200,200,12345,1
171,0.9587208512454032,0.0169969175729334,0.0074492275678038,0.0057462686567164,0.0033374148917907,0.0014626865671641,0.0015659585664704,0.0019387954887543,0.0008717887721599,0.05,0,20,200,200,12345,1
172,0.5636317689891227,0.022661894046727,0.0099320129751263,0.0042562189054726,0.0046242386965374,0.00202666196565,0.0004620981203732,0.0012194738503352,0.0006171389166952,0.25,0,20,200,200,12345,1
173,0.8929663459797643,0.0328393426743447,0.0143924765010239,0.01118407960199,0.0079754346537415,0.0034953883510312,0.0063119177158151,0.0039251928575681,0.0018659182420729,0.15,0,20,200,200,12345,1
174,0.9590861937409552,0.0222233255670426,0.0097398018641872,0.0054975124378109,0.0039207409236438,0.0017183404725768,0.0012232009068704,0.0017071944143107,0.0008115487100934,0.15,0,20,200,200,12345,1
175,0.8128567624560279,0.0301433792544628,0.013210918436569,0.0052487562189054,0.0034145907520062,0.0014965103792183,0.0013477861844221,0.0017385216954632,0.0008031560469999,0.0999999999999999,0,20,200,200,12345,1
176,0.9254496879652092,0.01629621170795,0.007142129682322,0.0062462686567164,0.0053199491901682,0.0023315705331079,0.0023774495908195,0.0027995267513851,0.0013308105420881,0.15,1,20,200,200,12345,1
177,0.9545250338420894,0.0105945072372639,0.0046432475206446,0.023570895522388,0.0231231865138721,0.0101341833126792,0.0078804790046555,0.0045729304680285,0.002240735929334,0.1999999999999999,0,20,200,200,12345,1
178,0.9993346543416204,0.0007777100803473,0.0003408464708629,0.0079825870646766,0.0063212108715998,0.0027703928129655,0.0030334599589343,0.0024859277410825,0.001148440023996,0.0999999999999999,0,20,200,200,12345,1
179,0.9991411410218952,0.0005969888625525,0.0002616419049816,0.0077400497512437,0.0061003802100757,0.0026736095083114,0.0034834840743059,0.0025825204459271,0.0013069356672999,0.25,0,20,200,200,12345,1
180,0.997013513747128,0.0025070986701462,0.0010987844383383,0.011094527363184,0.0036907541882074,0.0016175443416024,0.0001732867951399,0.0007749621070721,0.0003396421184743,0.0,1,20,200,200,12345,1
181,0.9576419477060776,0.011020214959269,0.0048298221560148,0.0242885572139303,0.0151047059946765,0.006619929279312,0.0064637423471109,0.0041611848582699,0.0018237196731667,0.0,0,20,200,200,12345,1
182,0.8242370661962088,0.0040545703349711,0.0017769937981557,0.2260124378109453,0.0313425687894654,0.0137364864229307,0.021035982739475,0.0011688063073579,0.0005255594112399,0.05,0,20,200,200,12345,2
183,0.8214087377681466,0.0046888594493,0.0020549832592531,0.1800746268656716,0.0974875296166538,0.0427257936635469,0.0211484368405046,0.0005283456756391,0.0002511595914057,0.15,0,20,200,200,12345,2
184,0.9955865706577336,0.0062911190454835,0.0027572044886879,0.0466741293532338,0.0694576566385412,0.030441160193117,0.0034376429892013,0.0053202281440858,0.0023316927900527,0.0,1,20,200,200,12345,1
185,0.9532439927988904,0.0141450826434522,0.0061993558022699,0.0193059701492537,0.0320141322894622,0.014030812103822,0.0041608364740372,0.0053867830207376,0.0024885667911261,0.0999999999999999,0,20,200,200,12345,1
186,0.9246536120843292,0.0176744437048353,0.0077461664873469,0.0045111940298507,0.0055503555401981,0.0024325505682864,0.0016119526245123,0.0024850004247888,0.0011812942172337,0.15,0,20,200,200,12345,1
187,0.8142555320177614,0.0213912937323757,0.0093751478348024,0.004502487562189,0.0042400080906805,0.0018582654779185,0.0007701635339554,0.0014826162834901,0.0006849337782629,0.0999999999999999,0,20,200,200,12345,1
188,0.6915786944505131,0.0243790812465563,0.0106846034476729,0.0089863184079601,0.0069035299813946,0.0030256054153288,0.0020761842916086,0.002328351607129,0.0011408922874932,0.1999999999999999,0,20,200,200,12345,1
189,0.6905096706823534,0.0296624920504962,0.0130001603269635,0.0072412935323383,0.0037719264616997,0.0016531196590002,0.0022145965777158,0.0019401354292473,0.0009818439950299,0.25,0,20,200,200,12345,1
190,0.6385660256484538,0.0339062732402688,0.0148600794384689,0.005026119402985,0.004539966709914,0.0019897281390749,0.0017501889860552,0.0019713456092626,0.00093711821743,0.15,0,20,200,200,12345,1
191,0.5576763530245159,0.039625694965648,0.0173667265293766,0.0047512437810945,0.0041073529725467,0.0018001268090232,0.0017328679513998,0.0017982820587746,0.0009419977488204,0.3,0,20,200,200,12345,1
192,0.0146283683140996,0.0016916718053787,0.0007414078578795,7.213930348258705e-05,6.501813271959049e-05,2.849545304809709e-05,,,,1.0,0,20,200,200,12345,0
193,0.9854253845633196,0.0014015529519905,0.0006142576642444,0.1569092039800995,0.0431014215411009,0.0188900308645839,0.0197808921498052,0.0015217501799099,0.000666936422022,0.0,0,20,200,200,12345,2
194,0.7025720253889678,0.0270453461834374,0.0118531455780714,0.0090012437810945,0.0054603057713768,0.0023930845170156,0.0029733898929257,0.002599171729735,0.0012355678104942,0.15,1,20,200,200,12345,1
195,0.9964598279263042,0.0004746422100818,0.0002080211203597,0.0935074626865671,1.4238309865648918e-17,6.240214433882189e-18,0.0089587973461402,0.0,0.0,0.0,0,20,200,200,12345,1
196,0.8140339436199285,0.0234735530310951,0.010287738209191,0.0055360696517412,0.0031626450550039,0.0013860903090116,0.0014270677246822,0.001758166631956,0.0008357793642789,0.15,0,20,200,200,12345,1
197,0.9892017138035906,0.0027953741235833,0.0012251267263237,0.0057437810945273,0.0086682207088134,0.0037990152267801,0.0060306833530688,0.0027390507899609,0.0014889649704489,0.35,0,20,200,200,12345,1
198,0.999618187357706,0.0003549343480013,0.0001555568366173,0.012662935323383,0.0104149832932595,0.0045645676831375,0.0040620081206058,0.0029442885090138,0.0013996259134891,0.15,0,20,200,200,12345,1
199,0.9978936086924212,0.0012324563436569,0.0005401478080886,0.0102101990049751,0.0080916800630192,0.0035463351479258,0.0042374051071305,0.0027469427452083,0.0013901448313431,0.25,0,20,200,200,12345,1
200,0.9607371205213316,0.0238502761550232,0.0104528443978957,0.0064925373134328,0.0028419928884451,0.0012455583008663,0.0025553037435183,0.0018569648830517,0.0010094576093119,0.35,0,20,200,200,12345,1
201,0.9022976668953222,0.0227911150943655,0.0099886465962684,0.007365671641791,0.0047127385789756,0.0020654487492639,0.00207075554149,0.002241383644638,0.0010354664152512,0.0999999999999999,0,20,200,200,12345,1
202,0.5685890738726168,0.0326039565824913,0.0142893139977648,0.0039017412935323,0.0038727443106333,0.0016973050294581,0.0009452007007635,0.0016188430446433,0.0009566751043795,0.4499999999999999,1,20,200,200,12345,1
203,0.6585447641154728,0.0184168621703646,0.0080715457260552,0.0077512437810945,0.0037622045744729,0.0016488588540613,0.0025094012794586,0.0018172040978435,0.0008904300079433,0.1999999999999999,0,20,200,200,12345,1
204,0.9978577644285048,0.0032902846912788,0.0014420308460651,0.005,8.898943666030574e-19,3.900134021176368e-19,0.0,0.0,0.0,0.0,0,20,200,200,12345,1
205,0.9596810776861828,0.0171817605489565,0.0075302385738758,0.0062437810945273,0.0027369134538317,0.001199505208135,0.0014592572222314,0.0017580197447314,0.0007905020841971,0.05,0,20,200,200,12345,1
206,0.8164950157145764,0.0317844424672956,0.0139301461008256,0.0057922885572139,0.0032946253849385,0.0014439332389393,0.0007997852083383,0.0015198257331753,0.0008261866797721,0.35,0,20,200,200,12345,1
207,0.807742238128496,0.0243816965142243,0.0106857496392647,0.004502487562189,0.0042400080906805,0.0018582654779185,0.0012768500694525,0.0017176000947434,0.0007723271930141,0.05,0,20,200,200,12345,1
208,0.9441452297800804,0.0253851201475149,0.0111255194363012,0.004502487562189,0.0039207409236438,0.0017183404725768,0.0020794415416798,0.0017574488664099,0.0008893918383451,0.25,1,20,200,200,12345,1
209,0.9551358745849102,0.0207214657771358,0.0090815827899377,0.0079825870646766,0.0076149856052711,0.0033374145903694,0.0049097925289662,0.001784606711572,0.0010097363020172,0.4,0,20,200,200,12345,1
210,0.9943067054264836,0.0054941167656752,0.0024079028386167,0.0112213930348258,0.0047377373215936,0.0020764049312817,0.0,0.0,0.0,0.0,1,20,200,200,12345,1
211,0.8553730892198521,0.0242894818641489,0.0106453347869511,0.0080995024875621,0.0056203748649109,0.0024632378903665,0.0019886978731776,0.0022823257309901,0.0010849487834963,0.15,0,20,200,200,12345,1
212,0.9996253409988296,0.0005332936139386,0.0002337262314557,0.0511977611940298,0.0758809720329608,0.0332563022862343,0.0120822731655661,0.0068709378585497,0.0038875990657745,0.4,0,20,200,200,12345,1
213,0.9971951437168692,0.0036416647461143,0.0015960299450209,0.066731343283582,0.1600711883917604,0.0701542914626977,0.0117133677237589,0.0074522323267818,0.0042164973731325,0.4,0,20,200,200,12345,1
214,0.8651855319254749,0.0185995990507989,0.0081516336950381,0.0168619402985074,0.0208011000756464,0.0091164840600805,0.0042625806805327,0.0039498951035133,0.0017311178552681,0.0,0,20,200,200,12345,1
215,0.7901487960281316,0.0325180158309588,0.0142516488027219,0.014412935323383,0.0148514543835128,0.0065089368669893,0.0044281242379135,0.0037563836389398,0.0017856714333432,0.15,0,20,200,200,12345,1
216,0.5688637036027019,0.0386461827442932,0.0169374363706753,0.0034527363184079,0.0032425868930463,0.001421126364297,0.0007701635339554,0.0015282458847726,0.0009984539780514,0.55,1,20,200,200,12345,1
217,0.6593806579535361,0.0336966366985855,0.0147682021731456,0.0045286069651741,0.0047967735728943,0.0021022787092065,0.002022113604626,0.0024682662979943,0.0013417648438368,0.35,0,20,200,200,12345,1
218,0.4276142499620953,0.0562400167576932,0.0246482741030821,0.0060584577114427,0.0025856729165722,0.001133221120171,0.0013825717896099,0.00198954882524,0.0010421894081629,0.3,0,20,200,200,12345,0
219,0.3290185387982295,0.0529590804908466,0.0232103403846695,0.0017947761194029,0.0024212458420346,0.0010611577774335,0.0003465735902799,0.0010959619221467,0.0006792842369487,0.5,0,20,200,200,12345,0
220,0.8156409355974672,0.0301262262175783,0.0132034007866961,0.0058047263681592,0.0032962856908648,0.0014446609000945,0.0017328679513998,0.0017982820587746,0.0009419977488204,0.3,0,20,200,200,12345,1
221,0.8077786781378347,0.0288918181684245,0.0126623976059595,0.0054975124378109,0.0031876779876476,0.0013970614754689,0.0015995704166767,0.0017982820587746,0.0009775572626532,0.35,0,20,200,200,12345,1
222,0.6493941813240853,0.0434059045417184,0.0190234764233092,0.0069999999999999,0.0040786311185486,0.0017875389014992,0.000274653072167,0.0012282858791892,0.0005383200214473,0.0,0,20,200,200,12345,1
223,0.5443804148328997,0.0589630451678279,0.0258416939225081,0.0042537313432835,0.0024346292782566,0.0010670233269738,0.0,0.0,0.0,0.5,0,20,200,200,12345,1
224,0.0339954746227867,0.0092729681042565,0.0040640574587237,0.0003221393034825,0.0004570816477256,0.000200324864574,,,,1.0,0,20,200,200,12345,0
225,0.996121470008166,0.0005478684661698,0.0002401139420845,0.2076654228855721,0.0404881812152237,0.0177447277945838,0.0221922908610128,0.0010116836495671,0.0004433899087828,0.0,0,20,200,200,12345,2
226,0.9962546337711944,0.0029689402155474,0.001301195420047,0.0163059701492537,0.0201642761426538,0.008837383665722,0.0073069524275309,0.0082835208170278,0.0036304130654221,0.0,1,20,200,200,12345,1
227,0.9528269821245212,0.0192571029729897,0.0084397974942743,0.0191492537313432,0.032811755326879,0.0143803858129104,0.0048620837016728,0.0043068998450184,0.002110380924059,0.1999999999999999,0,20,200,200,12345,1
228,0.5600643876174629,0.0294055375735195,0.0128875450621455,0.0045995024875621,0.0044460929872863,0.001948586166156,0.0011552453009332,0.0017896983245195,0.001432056911605,0.7,0,20,200,200,12345,1
229,0.8998567354861751,0.0355112649887869,0.0155634980864594,0.0114029850746268,0.0106591001720335,0.0046715566224747,0.0043504873126681,0.0029293605607752,0.0013925296173462,0.15,0,20,200,200,12345,1
230,0.6991450751455581,0.0275314546307473,0.0120661919984652,0.0087549751243781,0.0069411946242736,0.0030421126728866,0.0026123047955894,0.0028929685944264,0.001375229974669,0.15,0,20,200,200,12345,1
231,0.7043238720777742,0.0257227477135738,0.0112734912413031,0.0059975124378109,0.0047220518872537,0.0020695304865833,0.0016655766118046,0.0021395619022062,0.0010170831671808,0.15,0,20,200,200,12345,1
232,0.9929873141527852,0.0083391436,0.0036547908248915,0.0082238805970149,0.0070601822701491,0.00309426130796,0.002125229483067,0.0024026147162581,0.0012585665540922,0.3,0,20,200,200,12345,1
233,0.3122931689563176,0.0798220443030024,0.0349835533642446,0.0070422885572139,0.0072007396265519,0.0031558632854763,0.0041588830833596,0.0014612825628622,0.0009057123159316,0.5,0,20,200,200,12345,0
234,0.0320524692261565,0.0101085267048981,0.0044302571614467,0.0002723880597014,0.0002409720812143,0.0001056106710378,,,,1.0,1,20,200,200,12345,0
235,0.0158631744954195,0.0024050405104086,0.0010540554777032,0.000136815920398,0.0001131340727273,4.9583193529175584e-05,,,,1.0,0,20,200,200,12345,0
236,0.9364431340841036,0.0383888883273066,0.0168246721205791,0.004502487562189,0.0039207409236438,0.0017183404725768,0.0029733898929257,0.0015004821475681,0.0007132839360119,0.15,0,20,200,200,12345,1
237,0.5360549326670483,0.0591540097813712,0.0259253878545153,0.0050074626865671,0.0050967401941337,0.0022337448773967,0.0034657359027997,0.0,0.0,0.55,0,20,200,200,12345,1
238,0.0153668698441003,0.0025167182160228,0.0011030003902028,0.0001131840796019,0.0002238769601985,9.81184039135991e-05,,,,1.0,0,20,200,200,12345,0
239,0.0076577926376779,0.0002379980966585,0.0001043072648382,5.348258706467661e-05,2.0217106987245e-05,8.860537804245697e-06,,,,1.0,0,20,200,200,12345,0
240,0.9956173949156067,0.0055606221744604,0.0024370501191401,0.005,8.898943666030574e-19,3.900134021176368e-19,0.0,0.0,0.0,0.0,1,20,200,200,12345,1
241,0.9513506612075556,0.0222444131380411,0.0097490438996648,0.0064925373134328,0.0039866403442091,0.0017472221670529,0.0017655854613044,0.0021186030878763,0.000978744691919,0.0999999999999999,0,20,200,200,12345,1
242,0.9098867971845728,0.0173466394380673,0.0076024999330806,0.0062388059701492,0.0069830205660563,0.0030604437001002,0.0014445699228854,0.0020797378484083,0.001229046527884,0.4499999999999999,0,20,200,200,12345,1
243,0.8210876946398745,0.0231247086079211,0.0101348503998085,0.0040049751243781,0.0041468097187387,0.0018174194904879,0.0008664339756999,0.0015499242141443,0.0007594628649307,0.1999999999999999,0,20,200,200,12345,1
244,0.9593288396740494,0.0286313742055351,0.0125482530065108,0.0062437810945273,0.0035639323353799,0.0015619622139473,0.0032491274088747,0.0008664339756999,0.0004245526480929,0.1999999999999999,0,20,200,200,12345,1
245,0.8034978595586155,0.0332034706198853,0.0145520626094162,0.0042537313432835,0.0033374148917907,0.0014626865671641,0.0014270677246822,0.001758166631956,0.0008357793642789,0.15,0,20,200,200,12345,1
246,0.6531354410472485,0.0226430532448143,0.0099237556296162,0.0052537313432835,0.0046863675767744,0.0020538911479668,0.002022113604626,0.002022486331183,0.0010994360934746,0.35,0,20,200,200,12345,1
247,0.5517945928600527,0.0349524860774585,0.0153186024309551,0.0032587064676616,0.0033374148917907,0.0014626865671641,0.000630133800509,0.0014019592014008,0.0008285049435608,0.4499999999999999,0,20,200,200,12345,1
248,0.0349637309861463,0.0104357083324845,0.00457365083206,0.000207711442786,0.0002203283696677,9.65631655419482e-05,,,,1.0,1,20,200,200,12345,0
249,0.0147194234676663,0.0022494687273177,0.0009858731375583,0.000136815920398,0.0001623197657376,7.113977393510384e-05,,,,1.0,0,20,200,200,12345,0
250,0.0153599293614604,0.0032017740035556,0.0014032393268262,7.960199004975125e-05,8.014023317970711e-05,3.512300578801181e-05,,,,1.0,0,20,200,200,12345,0
251,0.0089682118793655,0.0009365142804515,0.0004104454802258,5.2238805970149246e-05,1.960370461821921e-05,8.591702362884285e-06,,,,1.0,0,20,200,200,12345,0
252,0.0149981798661527,0.0024953046748484,0.0010936154919966,0.0001082089552238,0.0001164744627348,5.104718399830942e-05,,,,1.0,0,20,200,200,12345,0
253,0.0077600699240685,0.0001762718628889,7.725455011628556e-05,3.731343283582089e-05,1.89275102052906e-05,8.295347094914753e-06,,,,1.0,0,20,200,200,12345,0
254,0.0088744748059638,0.0012562046915518,0.0005505559804569,6.218905472636816e-05,5.562358152984552e-05,2.437810945273632e-05,,,,1.0,0,20,200,200,12345,0
255,0.004956519837615,2.789045217558005e-05,1.222352960960956e-05,2.4875621890547263e-05,0.0,0.0,,,,1.0,0,20,200,200,12345,0
